0,0,0
0,0,0
0,0,10
0,0,10
0,0,20
0,0,20
0,0,30
0,0,30
0,0,40
0,0,50
0,0,60
0,0,70
0,0,80
0,0,90
0,0,100
12,0,0
12,0,0
12,0,10
12,0,10
12,0,20
12,0,20
12,0,30
12,0,30
12,0,40
12,0,40
12,0,50
12,0,60
12,0,70
12,0,80
12,0,90
12,0,100
12,0,110
12,0,120
12,0,130
0,1,0
0,1,0
0,1,10
0,1,10
0,1,20
0,1,20
0,1,30
0,1,30
0,1,40
0,1,50
0,1,60
0,1,70
0,1,80
0,1,90
0,1,100
12,1,0
12,1,0
12,1,10
12,1,10
12,1,20
12,1,20
12,1,30
12,1,30
12,1,40
12,1,40
12,1,50
12,1,60
12,1,70
12,1,80
12,1,90
12,1,100
12,1,110
12,1,120
12,1,130
0,2,0
0,2,0
0,2,10
0,2,10
0,2,20
0,2,20
0,2,30
0,2,30
0,2,40
0,2,50
0,2,60
0,2,70
0,2,80
0,2,90
0,2,100
12,2,0
12,2,0
12,2,10
12,2,10
12,2,20
12,2,20
12,2,30
12,2,30
12,2,40
12,2,40
12,2,50
12,2,60
12,2,70
12,2,80
12,2,90
12,2,100
12,2,110
12,2,120
12,2,130
0,3,0
0,3,0
0,3,10
0,3,10
0,3,20
0,3,20
0,3,30
0,3,30
0,3,40
0,3,50
0,3,60
0,3,70
0,3,80
0,3,90
0,3,100
12,3,0
12,3,0
12,3,10
12,3,10
12,3,20
12,3,20
12,3,30
12,3,30
12,3,40
12,3,40
12,3,50
12,3,60
12,3,70
12,3,80
12,3,90
12,3,100
12,3,110
12,3,120
12,3,130
0,4,0
0,4,0
0,4,10
0,4,10
0,4,20
0,4,20
0,4,30
0,4,30
0,4,40
0,4,50
0,4,60
0,4,70
0,4,80
0,4,90
0,4,100
12,4,0
12,4,0
12,4,10
12,4,10
12,4,20
12,4,20
12,4,30
12,4,30
12,4,40
12,4,40
12,4,50
12,4,60
12,4,70
12,4,80
12,4,90
12,4,100
12,4,110
12,4,120
12,4,130
0,5,0
0,5,0
0,5,10
0,5,10
0,5,20
0,5,20
0,5,30
0,5,30
0,5,40
0,5,50
0,5,60
0,5,70
0,5,80
0,5,90
0,5,100
12,5,0
12,5,0
12,5,10
12,5,10
12,5,20
12,5,20
12,5,30
12,5,30
12,5,40
12,5,40
12,5,50
12,5,60
12,5,70
12,5,80
12,5,90
12,5,100
12,5,110
12,5,120
12,5,130
0,6,0
0,6,0
0,6,10
0,6,10
0,6,20
0,6,20
0,6,30
0,6,30
0,6,40
0,6,50
0,6,60
0,6,70
0,6,80
0,6,90
0,6,100
12,6,0
12,6,0
12,6,10
12,6,10
12,6,20
12,6,20
12,6,30
12,6,30
12,6,40
12,6,40
12,6,50
12,6,60
12,6,70
12,6,80
12,6,90
12,6,100
12,6,110
12,6,120
12,6,130
0,7,0
0,7,0
0,7,10
0,7,10
0,7,20
0,7,20
0,7,30
0,7,30
0,7,40
0,7,50
0,7,60
0,7,70
0,7,80
0,7,90
0,7,100
12,7,0
12,7,0
12,7,10
12,7,10
12,7,20
12,7,20
12,7,30
12,7,30
12,7,40
12,7,40
12,7,50
12,7,60
12,7,70
12,7,80
12,7,90
12,7,100
12,7,110
12,7,120
12,7,130
0,8,0
0,8,0
0,8,10
0,8,10
0,8,20
0,8,20
0,8,30
0,8,30
0,8,40
0,8,50
0,8,60
0,8,70
0,8,80
0,8,90
0,8,100
12,8,0
12,8,0
12,8,10
12,8,10
12,8,20
12,8,20
12,8,30
12,8,30
12,8,40
12,8,40
12,8,50
12,8,60
12,8,70
12,8,80
12,8,90
12,8,100
12,8,110
12,8,120
12,8,130
0,9,0
0,9,0
0,9,10
0,9,10
0,9,20
0,9,20
0,9,30
0,9,30
0,9,40
0,9,50
0,9,60
0,9,70
0,9,80
0,9,90
0,9,100
12,9,0
12,9,0
12,9,10
12,9,10
12,9,20
12,9,20
12,9,30
12,9,30
12,9,40
12,9,40
12,9,50
12,9,60
12,9,70
12,9,80
12,9,90
12,9,100
12,9,110
12,9,120
12,9,130
