10.226,0.0005780347,1,1730
10.389,0.0011560694,2,
10.468,0.001734104,3,
10.504,0.0023121387,4,
10.513,0.0028901734,5,
10.605,0.0034682081,6,
10.639,0.0040462428,7,
10.716,0.0046242775,8,
10.745,0.0052023121,9,
10.756,0.0057803468,10,
10.779,0.0063583815,11,
10.822,0.0069364162,12,
10.955,0.0075144509,13,
10.962,0.0080924855,14,
10.988,0.0086705202,15,
11.047,0.0092485549,16,
11.116,0.0098265896,17,
11.124,0.0104046243,18,
11.131,0.010982659,19,
11.132,0.0115606936,20,
11.16,0.0121387283,21,
11.196,0.012716763,22,
11.206,0.0132947977,23,
11.206,0.0138728324,24,
11.231,0.0144508671,25,
11.249,0.0150289017,26,
11.251,0.0156069364,27,
11.297,0.0161849711,28,
11.298,0.0167630058,29,
11.304,0.0173410405,30,
11.332,0.0179190751,31,
11.335,0.0184971098,32,
11.365,0.0190751445,33,
11.398,0.0196531792,34,
11.398,0.0202312139,35,
11.408,0.0208092486,36,
11.409,0.0213872832,37,
11.426,0.0219653179,38,
11.439,0.0225433526,39,
11.485,0.0231213873,40,
11.492,0.023699422,41,
11.499,0.0242774566,42,
11.504,0.0248554913,43,
11.519,0.025433526,44,
11.521,0.0260115607,45,
11.526,0.0265895954,46,
11.529,0.0271676301,47,
11.534,0.0277456647,48,
11.538,0.0283236994,49,
11.547,0.0289017341,50,
11.559,0.0294797688,51,
11.58,0.0300578035,52,
11.599,0.0306358382,53,
11.6,0.0312138728,54,
11.605,0.0317919075,55,
11.629,0.0323699422,56,
11.659,0.0329479769,57,
11.662,0.0335260116,58,
11.674,0.0341040462,59,
11.687,0.0346820809,60,
11.693,0.0352601156,61,
11.695,0.0358381503,62,
11.701,0.036416185,63,
11.73,0.0369942197,64,
11.735,0.0375722543,65,
11.75,0.038150289,66,
11.764,0.0387283237,67,
11.804,0.0393063584,68,
11.807,0.0398843931,69,
11.839,0.0404624277,70,
11.88,0.0410404624,71,
11.893,0.0416184971,72,
11.91,0.0421965318,73,
11.925,0.0427745665,74,
11.94,0.0433526012,75,
11.943,0.0439306358,76,
11.962,0.0445086705,77,
11.971,0.0450867052,78,
12,0.0456647399,79,
12,0.0462427746,80,
12.016,0.0468208092,81,
12.016,0.0473988439,82,
12.019,0.0479768786,83,
12.03,0.0485549133,84,
12.036,0.049132948,85,
12.037,0.0497109827,86,
12.046,0.0502890173,87,
12.056,0.050867052,88,
