0.8955078125,0.8955078125,,,,,,,,,1.791015625,17.91015625
0.9755859375,0.9755859375,,,,,,,,,1.951171875,19.51171875
1,1,,,,,,,,,2,20
1,1,,,,,,,,,2,20
0.9755859375,1,,,,,,,,,1.9755859375,19.755859375
1,0.9755859375,,,,,,,,,1.9755859375,19.755859375
1,1,,,,,,,,,2,20
0.9755859375,1,,,,,,,,,1.9755859375,19.755859375
1,0.9755859375,,,,,,,,,1.9755859375,19.755859375
1,1,,,,,,,,,2,20
1.01,1.01,0.912109375,0.912109375,,,,,,,3.84421875,38.4421875
0.9755859375,0.9755859375,0.9755859375,0.9755859375,,,,,,,3.90234375,39.0234375
1,0.9755859375,1,1,,,,,,,3.9755859375,39.755859375
1,1,0.9755859375,0.9755859375,,,,,,,3.951171875,39.51171875
1,1,1,1,,,,,,,4,40
1,0.9755859375,1,1,,,,,,,3.9755859375,39.755859375
0.974609375,1,0.9755859375,0.9755859375,,,,,,,3.92578125,39.2578125
1,1,1,1,,,,,,,4,40
1,0.9755859375,1,1,,,,,,,3.9755859375,39.755859375
0.9755859375,1,0.9755859375,0.9755859375,,,,,,,3.9267578125,39.267578125
0.9501953125,1.01,0.970703125,0.921875,0.8994140625,0.900390625,,,,,5.652578125,56.52578125
1.03,0.95703125,0.955078125,1.05,0.95703125,0.95703125,,,,,5.906171875,59.06171875
0.9638671875,0.97265625,1.02,0.9560546875,1.01,1.01,,,,,5.932578125,59.32578125
0.9716796875,1,0.9609375,1.02,1,1,,,,,5.9526171875,59.526171875
1.01,0.9716796875,1.02,0.958984375,1,1,,,,,5.9606640625,59.606640625
0.9697265625,1.01,0.958984375,1.02,0.9755859375,0.9755859375,,,,,5.9098828125,59.098828125
1.01,0.9697265625,1.02,0.9580078125,0.9755859375,1,,,,,5.9333203125,59.333203125
0.970703125,1.01,0.958984375,1.02,1,1,,,,,5.9596875,59.596875
1.01,0.970703125,1.02,0.958984375,1,0.9755859375,,,,,5.9352734375,59.352734375
0.970703125,1,0.9580078125,1.02,0.9755859375,1,,,,,5.924296875,59.24296875
1.02,1.03,1.03,1.01,0.9453125,1.03,0.9287109375,0.7626953125,,,7.75671875,77.5671875
1,0.9619140625,0.9560546875,0.9599609375,1.04,0.935546875,0.9580078125,1.1,,,7.911484375,79.11484375
0.9736328125,0.951171875,1.01,1.01,1.03,1.03,0.9462890625,1.07,,,8.02109375,80.2109375
1.02,0.9697265625,1.01,1.01,0.9736328125,1,1,0.96875,,,7.952109375,79.52109375
0.9658203125,1.03,0.9599609375,0.9560546875,0.939453125,0.9541015625,0.9716796875,0.9248046875,,,7.701875,77.01875
0.9423828125,0.939453125,0.951171875,0.9501953125,0.9736328125,0.974609375,0.9423828125,1.03,,,7.703828125,77.03828125
1.01,0.9755859375,1.05,1.05,1.03,1.04,0.92578125,1.02,,,8.1013671875,81.013671875
1.03,1.01,0.96484375,0.9345703125,1,0.9658203125,1.14,1.02,,,8.065234375,80.65234375
0.97265625,1.04,0.9580078125,0.9755859375,0.9677734375,1.01,0.92578125,0.9716796875,,,7.821484375,78.21484375
0.931640625,0.9345703125,0.962890625,1.05,1.01,1.01,0.9755859375,0.955078125,,,7.829765625,78.29765625
0.93359375,0.93359375,0.8984375,0.8994140625,0.9267578125,0.923828125,0.900390625,0.9306640625,0.814453125,0.8154296875,8.9765625,89.765625
0.919921875,0.9189453125,0.9189453125,0.919921875,0.919921875,0.9189453125,0.9189453125,0.9189453125,0.919921875,0.9189453125,9.193359375,91.93359375
0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,9.189453125,91.89453125
0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.919921875,0.9189453125,0.9189453125,0.9189453125,9.1904296875,91.904296875
0.919921875,0.9189453125,0.919921875,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.919921875,0.9189453125,9.1923828125,91.923828125
0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.919921875,0.9189453125,0.9189453125,9.1904296875,91.904296875
0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.919921875,0.919921875,0.9189453125,0.919921875,0.919921875,9.193359375,91.93359375
0.9189453125,0.919921875,0.9189453125,0.919921875,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,9.19140625,91.9140625
0.919921875,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,9.1904296875,91.904296875
0.9189453125,0.9189453125,0.919921875,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.9189453125,0.919921875,0.9189453125,9.19140625,91.9140625
