8.148,0.0005780347,1,1730
8.179,0.0011560694,2,
8.796,0.001734104,3,
9.639,0.0023121387,4,
9.794,0.0028901734,5,
9.858,0.0034682081,6,
9.882,0.0040462428,7,
10.168,0.0046242775,8,
10.18,0.0052023121,9,
10.195,0.0057803468,10,
10.206,0.0063583815,11,
10.213,0.0069364162,12,
10.269,0.0075144509,13,
10.302,0.0080924855,14,
10.334,0.0086705202,15,
10.441,0.0092485549,16,
10.479,0.0098265896,17,
10.527,0.0104046243,18,
10.567,0.010982659,19,
10.584,0.0115606936,20,
10.63,0.0121387283,21,
10.668,0.012716763,22,
10.703,0.0132947977,23,
10.789,0.0138728324,24,
10.814,0.0144508671,25,
10.835,0.0150289017,26,
10.84,0.0156069364,27,
10.874,0.0161849711,28,
10.969,0.0167630058,29,
10.98,0.0173410405,30,
11.024,0.0179190751,31,
11.05,0.0184971098,32,
11.109,0.0190751445,33,
11.125,0.0196531792,34,
11.129,0.0202312139,35,
11.14,0.0208092486,36,
11.153,0.0213872832,37,
11.178,0.0219653179,38,
11.263,0.0225433526,39,
11.284,0.0231213873,40,
11.31,0.023699422,41,
11.356,0.0242774566,42,
11.369,0.0248554913,43,
11.373,0.025433526,44,
11.399,0.0260115607,45,
11.443,0.0265895954,46,
11.447,0.0271676301,47,
11.46,0.0277456647,48,
11.461,0.0283236994,49,
11.472,0.0289017341,50,
11.486,0.0294797688,51,
11.517,0.0300578035,52,
11.535,0.0306358382,53,
11.542,0.0312138728,54,
11.552,0.0317919075,55,
11.563,0.0323699422,56,
11.595,0.0329479769,57,
11.596,0.0335260116,58,
11.601,0.0341040462,59,
11.609,0.0346820809,60,
11.61,0.0352601156,61,
11.617,0.0358381503,62,
11.618,0.036416185,63,
11.624,0.0369942197,64,
11.646,0.0375722543,65,
11.646,0.038150289,66,
11.65,0.0387283237,67,
11.689,0.0393063584,68,
11.721,0.0398843931,69,
11.753,0.0404624277,70,
11.753,0.0410404624,71,
11.768,0.0416184971,72,
11.786,0.0421965318,73,
11.8,0.0427745665,74,
11.812,0.0433526012,75,
11.826,0.0439306358,76,
11.834,0.0445086705,77,
11.836,0.0450867052,78,
11.836,0.0456647399,79,
11.843,0.0462427746,80,
11.868,0.0468208092,81,
11.893,0.0473988439,82,
11.896,0.0479768786,83,
11.896,0.0485549133,84,
11.897,0.049132948,85,
11.91,0.0497109827,86,
11.918,0.0502890173,87,
11.935,0.050867052,88,
12,0.0514450867,89,
12.002,0.0520231214,90,
12.011,0.0526011561,91,
12.02,0.0531791908,92,
12.033,0.0537572254,93,
12.035,0.0543352601,94,
12.045,0.0549132948,95,
12.082,0.0554913295,96,
12.11,0.0560693642,97,
12.114,0.0566473988,98,
12.128,0.0572254335,99,
12.149,0.0578034682,100,
12.16,0.0583815029,101,
12.212,0.0589595376,102,
12.257,0.0595375723,103,
12.295,0.0601156069,104,
12.31,0.0606936416,105,
12.323,0.0612716763,106,
12.337,0.061849711,107,
12.341,0.0624277457,108,
12.351,0.0630057803,109,
12.429,0.063583815,110,
12.431,0.0641618497,111,
12.452,0.0647398844,112,
12.453,0.0653179191,113,
12.468,0.0658959538,114,
12.492,0.0664739884,115,
12.513,0.0670520231,116,
12.552,0.0676300578,117,
12.553,0.0682080925,118,
12.555,0.0687861272,119,
12.557,0.0693641618,120,
12.579,0.0699421965,121,
12.583,0.0705202312,122,
12.585,0.0710982659,123,
12.606,0.0716763006,124,
12.607,0.0722543353,125,
12.614,0.0728323699,126,
12.617,0.0734104046,127,
12.619,0.0739884393,128,
12.624,0.074566474,129,
12.625,0.0751445087,130,
12.633,0.0757225434,131,
12.633,0.076300578,132,
12.635,0.0768786127,133,
12.635,0.0774566474,134,
12.662,0.0780346821,135,
12.667,0.0786127168,136,
12.669,0.0791907514,137,
12.679,0.0797687861,138,
12.691,0.0803468208,139,
12.695,0.0809248555,140,
12.7,0.0815028902,141,
12.716,0.0820809249,142,
12.719,0.0826589595,143,
12.723,0.0832369942,144,
12.731,0.0838150289,145,
12.734,0.0843930636,146,
12.744,0.0849710983,147,
12.754,0.0855491329,148,
12.759,0.0861271676,149,
12.76,0.0867052023,150,
12.76,0.087283237,151,
12.768,0.0878612717,152,
12.777,0.0884393064,153,
12.788,0.089017341,154,
12.789,0.0895953757,155,
12.8,0.0901734104,156,
12.804,0.0907514451,157,
12.806,0.0913294798,158,
12.809,0.0919075145,159,
12.813,0.0924855491,160,
12.824,0.0930635838,161,
12.826,0.0936416185,162,
12.832,0.0942196532,163,
12.854,0.0947976879,164,
12.861,0.0953757225,165,
12.863,0.0959537572,166,
12.884,0.0965317919,167,
12.91,0.0971098266,168,
12.916,0.0976878613,169,
12.935,0.098265896,170,
12.938,0.0988439306,171,
12.943,0.0994219653,172,
12.95,0.1,173,
12.953,0.1005780347,174,
12.96,0.1011560694,175,
12.964,0.101734104,176,
12.975,0.1023121387,177,
12.977,0.1028901734,178,
12.985,0.1034682081,179,
12.987,0.1040462428,180,
12.993,0.1046242775,181,
13.002,0.1052023121,182,
13.004,0.1057803468,183,
