0.155
0.18
0.156
0.159
0.157
0.156
0.158
0.155
0.157
0.155
0.157
0.154
0.167
0.169
0.158
0.156
0.162
0.156
0.157
0.104
0.125
3.72
3.83
3.92
4.17
3.56
3.94
3.8
3.96
3.35
3.91
3.9
3.68
3.71
3.72
0.935
3.69
2.74
3.58
0.159
0.159
0.154
0.157
0.157
0.159
0.154
0.155
0.177
0.177
0.157
0.156
0.157
0.162
0.156
0.155
0.15
