8,2,,200
10,0,,
12,0,,
14,0,,
16,0,,
18,4.5,,
20,7.5,,
22,0,,
24,0,,
26,9,,
28,9,,
30,13.5,,
32,10.5,,
34,12,,
36,12,,
38,6,,
40,12.5,,
42,15,,
44,13,,
46,18,,
48,16,,
50,15.5,,
52,16,,
54,15,,
56,14.5,,
58,19,,
60,18,,
62,17.5,,
64,18,,
66,21,,
68,22.5,,
70,22,,
72,22.5,,
74,20.5,,
76,23.5,,
78,22,,
80,27.5,,
82,23.5,,
86,26.5,,
88,27,,
90,31.5,,
92,32.5,,
94,32.5,,
96,36,,
98,34,,
100,29.5,,
102,30,,
104,29.5,,
106,33,,
112,39,,
114,34,,
116,37,,
118,28,,
122,45,,
124,44.5,,
126,49.5,,
128,42,,
130,41.5,,
132,43.5,,
136,42.5,,
138,45,,
140,47.5,,
142,46.5,,
144,48,,
146,58,,
148,46.5,,
150,45,,
152,58,,
154,49,,
156,60,,
158,56,,
162,51.5,,
166,51,,
168,60,,
170,64,,
172,48,,
174,67,,
178,62,,
184,68,,
192,64,,
196,66,,
202,69.5,,
212,71,,
226,76,,
236,81,,
258,88,,
300,96,,
302,96,,
